Date,Qout,Qin,WCA3A,NESRS,Za,PET,Rain
1982-03-19,81,54.45,8.65,6.3,10,1.25,0.31
1982-03-26,611,81.04,8.56,6.24,9.95,1.21,1.04
1982-04-02,534.3,610.99,8.55,6.28,9.9,1.53,0.18
1982-04-09,235.3,534.3,8.47,6.28,9.85,1.33,1.17
1982-04-16,626.1,235.34,8.45,6.29,9.8,1.4,0.13
1982-04-23,334.1,626.1,8.38,6.27,9.75,1.14,2.57
1982-04-30,638,334.05,8.5,6.59,9.7,1.3,0.2
1982-05-07,588.7,637.98,8.42,6.61,9.65,1.49,0.03
1982-05-14,251.6,588.75,8.32,6.6,9.6,1.47,0.03
1982-05-21,660.2,251.63,8.23,6.51,9.55,1.3,4.55
1982-05-28,1072.2,660.2,8.57,6.86,9.5,1.03,5.17
1982-06-04,787,1072.18,8.87,7.41,9.55,1.5,1.05
1982-06-11,679.1,787.03,8.86,7.38,9.59,1.51,2
1982-06-18,1493,679.12,9.02,7.42,9.64,1.29,6.72
1982-06-25,1863.5,1492.97,10.03,7.63,9.68,1.64,2.23
1982-07-02,1635.5,1863.48,10.46,7.67,9.73,1.32,1.43
1982-07-09,1822.9,1635.53,10.86,7.74,9.77,1.22,0.91
1982-07-16,2829.9,1822.95,11.07,7.79,9.82,1.32,1.48
1982-07-23,2920.4,2829.89,11.12,7.8,9.87,1.21,1.7
1982-07-30,2837.7,2920.36,11.1,7.83,9.91,1.5,1.16
1982-08-06,2789.6,2837.68,11.03,7.85,9.96,1.25,0.8
1982-08-13,2663.8,2789.65,10.91,7.86,10,1.32,1.68
1982-08-20,2570.7,2663.84,10.86,7.92,10.05,1.43,0.45
1982-08-27,2457.7,2570.72,10.75,7.87,10.09,1.26,0.95
1982-09-03,2372.6,2457.72,10.66,7.86,10.14,1.17,1.09
1982-09-10,2327.2,2372.65,10.58,7.85,10.19,1.24,0.71
1982-09-17,2185.9,2327.16,10.49,7.84,10.23,1.09,0.71
1982-09-24,1818.9,2185.95,10.38,7.92,10.28,1.05,3.24
1982-10-01,2223.1,1818.93,10.52,8.1,10.32,0.89,2.08
1982-10-08,2516.4,2223.14,10.79,8.23,10.37,1.08,0.16
1982-10-15,2691.2,2516.43,10.81,8.11,10.42,1.11,0.37
1982-10-22,2717.1,2691.24,10.78,8.07,10.46,1.09,0.09
1982-10-29,2640.8,2717.13,10.65,8.05,10.5,0.85,0.47
1982-11-05,2299.6,2640.76,10.58,8.11,10.5,0.81,1.35
1982-11-12,2478.2,2299.6,10.65,8.19,10.5,0.85,0.11
1982-11-19,1747.1,2478.2,10.55,8.15,10.5,0.85,0.03
1982-11-26,1869.9,1747.08,10.5,8.02,10.5,0.86,0.01
1982-12-03,907.2,1869.9,10.39,8,10.5,0.82,0.46
1982-12-10,698.8,907.17,10.39,7.9,10.5,0.74,0.2
1982-12-17,1501.3,698.77,10.33,7.81,10.5,0.87,0.09
1982-12-24,1456.9,1501.34,10.23,7.86,10.5,0.97,0
1983-01-01,1129.7,1456.94,10.09,7.87,10.5,0.68,0.27
1983-01-08,1018.3,1129.72,10,7.84,10.46,0.82,0.11
1983-01-15,21.1,1018.29,9.91,7.77,10.41,0.84,1.47
1983-01-22,1536,21.12,10,7.69,10.37,0.83,2.81
1983-01-29,1480.3,1536.01,10.24,7.95,10.33,0.95,0.63
1983-02-05,1638.9,1480.25,10.2,7.9,10.29,0.87,1.45
1983-02-12,1380.4,1638.87,10.3,7.87,10.24,0.91,3.5
1983-02-19,1652.4,1380.42,10.67,7.97,10.19,0.96,0.05
1983-02-26,1645.4,1652.44,10.78,7.88,10.14,1,1.81
1983-03-05,1836.2,1645.38,11.01,7.91,10.09,1.07,0.73
1983-03-12,1849,1836.16,11.07,7.9,10.04,1.07,2.14
1983-03-19,1947.4,1849.01,11.22,7.97,10,1.27,0.39
1983-03-26,1945.5,1947.39,11.17,7.91,9.95,1.32,0.85
1983-04-02,1956.4,1945.47,11.16,7.94,9.9,1.39,0.29
1983-04-09,1932.5,1956.42,11.07,7.9,9.85,1.29,0.96
1983-04-16,1861.6,1932.45,11.03,7.92,9.8,1.47,0.39
1983-04-23,1823.5,1861.61,10.89,7.9,9.75,1.53,0.4
1983-04-30,1848.7,1823.47,10.72,7.86,9.7,1.41,0.07
1983-05-07,1871,1848.69,10.51,7.84,9.65,1.41,0
1983-05-14,1863.3,1871.05,10.28,7.81,9.6,1.5,0.04
1983-05-21,1813.1,1863.32,10.04,7.77,9.55,1.64,0.16
1983-05-28,1449.4,1813.08,9.81,7.77,9.5,1.5,1.76
1983-06-04,1074.7,1449.37,9.75,7.94,9.55,1.24,5.82
1983-06-11,873,1074.69,10.07,8.25,9.59,1.4,0.88
1983-06-18,1075.6,872.99,10.08,8.03,9.64,1.35,1.49
1983-06-25,1318.2,1075.58,10.1,8.02,9.68,1.36,0.86
1983-07-02,1534.2,1318.23,10.11,7.94,9.73,1.42,1.2
1983-07-09,1637.2,1534.24,10.15,7.89,9.77,1.32,0.8
1983-07-16,2027.2,1637.16,10.11,7.84,9.82,1.43,1.02
1983-07-23,1391.2,2027.19,9.98,7.85,9.87,1.37,0.54
1983-07-30,1316.6,1391.19,9.88,7.92,9.91,1.22,1.78
1983-08-06,1261.7,1316.58,9.91,7.88,9.96,1.26,1.72
1983-08-13,1909.6,1261.73,9.94,7.86,10,1.19,1.46
1983-08-20,1028.6,1909.55,9.93,7.87,10.05,1.25,1.52
1983-08-27,1718.6,1028.58,9.96,7.93,10.09,1.19,3.22
1983-09-03,1828.6,1718.56,10.1,8.01,10.14,1.28,0.93
1983-09-10,822.9,1828.55,10.08,7.92,10.19,1.16,1.54
1983-09-17,1097.2,822.86,10.12,7.9,10.23,1.12,1.17
1983-09-24,1207.3,1097.15,10.12,7.88,10.28,1.23,1.04
1983-10-01,1229.6,1207.3,10.17,7.82,10.32,1.08,0.33
1983-10-08,2402.2,1229.58,10.13,7.83,10.37,0.93,1.04
1983-10-15,2506.3,2402.21,10.09,7.88,10.42,0.85,1.23
1983-10-22,2194.3,2506.26,10.08,7.92,10.46,1.1,0.88
1983-10-29,2194.3,2194.31,10.24,7.95,10.5,1.02,0.22
1983-11-05,345,2194.31,10.35,7.97,10.5,0.84,0.6
1983-11-12,712.8,345.04,10.5,7.76,10.5,0.92,0.18
1983-11-19,2633.3,712.81,10.5,7.64,10.5,0.93,0.27
1983-11-26,1317.2,2633.27,10.37,7.74,10.5,0.79,0.13
1983-12-03,698.8,1317.23,10.31,7.79,10.5,0.83,0.01
1983-12-10,698.8,698.77,10.25,7.67,10.5,0.85,1.19
1983-12-17,705.8,698.77,10.28,7.63,10.5,0.61,0.87
1983-12-24,754.1,705.76,10.41,7.59,10.5,0.8,1.49
1984-01-01,2235.4,754.08,10.54,7.64,10.5,0.8,0.29
1984-01-08,2201.4,2235.36,10.51,7.75,10.46,0.8,0.05
1984-01-15,1817.8,2201.38,10.45,7.8,10.41,0.67,0.06
1984-01-22,1391.3,1817.84,10.39,7.82,10.37,0.82,0.02
1984-01-29,1595.8,1391.25,10.32,7.77,10.33,0.88,0.09
1984-02-05,1103,1595.77,10.2,7.76,10.29,0.93,0.05
1984-02-12,1110.8,1103.03,10.08,7.75,10.24,0.99,0.37
1984-02-19,698.5,1110.77,9.98,7.72,10.19,0.9,0.16
1984-02-26,759,698.51,9.88,7.6,10.14,1.01,0.93
1984-03-04,992.5,759.03,9.85,7.64,10.09,1.1,0.01
1984-03-11,306.5,992.48,9.7,7.57,10.04,1.08,1.8
1984-03-18,1140.3,306.51,9.75,7.48,10,1.22,2.63
1984-03-25,891.5,1140.26,9.81,7.73,9.95,1.33,0.07
1984-04-01,1242.4,891.48,9.68,7.59,9.9,1.31,0.31
1984-04-08,947.9,1242.41,9.57,7.58,9.85,1.31,0.6
1984-04-15,1373.4,947.93,9.54,7.49,9.8,1.4,0.21
1984-04-22,1387.1,1373.43,9.49,7.52,9.75,1.42,0.11
1984-04-29,1276.5,1387.13,9.42,7.48,9.7,1.54,0.05
1984-05-06,1035.4,1276.51,9.27,7.43,9.65,1.44,0.27
1984-05-13,1028.6,1035.44,9.13,7.37,9.6,1.45,0.22
1984-05-20,846.4,1028.58,9,7.4,9.55,1.36,2.94
1984-05-27,219.4,846.37,9.06,7.49,9.5,1.32,4.3
1984-06-03,1531.9,219.43,9.43,7.73,9.55,1.56,0
1984-06-10,1356.1,1531.85,9.35,7.68,9.59,1.2,0.94
1984-06-17,740,1356.12,9.48,7.77,9.64,1.31,1.29
1984-06-24,987.4,740.01,9.59,7.62,9.68,1.42,2.34
1984-07-01,1502.6,987.44,9.75,7.76,9.73,1.29,1.15
1984-07-08,1489.7,1502.64,9.77,7.75,9.77,1.21,1.24
1984-07-15,1348.6,1489.7,9.86,7.8,9.82,1.26,1.42
1984-07-22,737,1348.62,9.85,7.78,9.87,1.27,1.47
1984-07-29,0,737,9.88,7.74,9.91,1.32,0.66
1984-08-05,0,0,9.83,7.47,9.96,1.28,0.66
1984-08-12,282.1,0,9.79,7.32,10,1.24,1.88
1984-08-19,1849.6,282.12,9.85,7.28,10.05,1.28,1.02
1984-08-26,1136.8,1849.56,9.78,7.61,10.09,1.27,1.65
1984-09-02,1371.5,1136.8,9.81,7.76,10.14,1.22,1.05
1984-09-09,1371.7,1371.47,9.76,7.78,10.19,1.32,0.11
1984-09-16,1395.1,1371.66,9.63,7.72,10.23,0.91,1.24
1984-09-23,1442,1395.13,9.63,7.84,10.28,1.1,2.02
1984-09-30,1030.6,1441.97,9.63,7.81,10.32,1.16,1.81
1984-10-07,1996.1,1030.61,9.72,7.81,10.37,1.09,0.07
1984-10-14,1865.1,1996.14,9.59,7.83,10.42,1.11,0.04
1984-10-21,698.8,1865.08,9.45,7.8,10.46,1.02,0.29
1984-10-28,771.4,698.77,9.39,7.65,10.5,0.9,0.22
1984-11-04,1249.7,771.36,9.31,7.58,10.5,1.11,0.35
1984-11-11,1391.4,1249.73,9.21,7.61,10.5,1,0
1984-11-18,627.3,1391.43,9.08,7.62,10.5,0.71,1.7
1984-11-25,256.2,627.3,9.11,7.55,10.5,0.67,0.46
1984-12-02,582.6,256.2,9.1,7.47,10.5,0.81,0.16
1984-12-09,560,582.62,9.06,7.39,10.5,0.82,0
1984-12-16,1112.4,559.97,9,7.3,10.5,0.77,0
1984-12-23,819.7,1112.38,8.92,7.38,10.5,1.07,0.04
1985-01-01,601.5,819.67,8.82,7.28,10.5,0.69,0.24
1985-01-08,636.5,601.47,8.77,7.18,10.46,0.76,0
1985-01-15,615.7,636.5,8.71,7.12,10.41,0.9,0.46
1985-01-22,698.8,615.74,8.68,7.06,10.37,0.8,0.02
1985-01-29,698.8,698.77,8.61,7.04,10.33,0.97,0.03
1985-02-05,464,698.77,8.54,7,10.29,0.91,0.1
1985-02-12,150.9,463.96,8.48,6.94,10.24,0.98,0.01
1985-02-19,130.6,150.87,8.41,6.77,10.19,1.06,0.05
1985-02-26,111.9,130.64,8.35,6.62,10.14,1.09,0
1985-03-05,122.8,111.88,8.28,6.49,10.09,1.12,0.03
1985-03-12,77,122.82,8.2,6.36,10.04,1.22,0.69
1985-03-19,51.2,77.04,8.17,6.27,10,1.35,0.89
1985-03-26,73,51.15,8.16,6.2,9.95,1.42,0
1985-04-02,29.7,73.05,8.08,6.07,9.9,1.32,0.66
1985-04-09,19.5,29.65,8.02,5.98,9.85,1.19,1.98
1985-04-16,16.1,19.49,8.12,5.93,9.8,1.37,0.1
1985-04-23,4.5,16.08,8.04,5.77,9.75,1.53,0.35
1985-04-30,1.8,4.55,7.97,5.58,9.7,1.37,0.3
1985-05-07,0.8,1.79,7.89,5.42,9.65,1.46,0.39
1985-05-14,2.1,0.78,7.82,5.39,9.6,1.61,0.59
1985-05-21,28.9,2.1,7.75,5.26,9.55,1.51,1.46
1985-05-28,64.6,28.93,7.73,5.35,9.5,1.66,0.09
1985-06-04,64.5,64.56,7.65,5.2,9.55,1.72,0.67
1985-06-11,64.4,64.54,7.62,5.08,9.59,1.53,2.2
1985-06-18,55.3,64.38,7.62,5.07,9.64,1.35,3.2
1985-06-25,323.7,55.34,7.85,5.35,9.68,1.45,2.76
1985-07-02,436.1,323.7,8.05,5.53,9.73,1.44,1.48
1985-07-09,435.6,436.12,8.16,5.59,9.77,1.3,1.87
1985-07-16,409.8,435.59,8.18,5.68,9.82,1.3,4.11
1985-07-23,84.5,409.78,8.5,5.96,9.87,1.25,3.45
1985-07-30,229.3,84.48,8.64,6.5,9.91,1.18,0.89
1985-08-06,241.4,229.3,8.74,6.5,9.96,1.25,1.31
1985-08-13,0,241.37,9.2,6.58,10,1.35,0.85
1985-08-20,0,0,9.41,6.56,10.05,1.35,2.03
1985-08-27,299.5,0,9.71,6.51,10.09,1.35,2.05
1985-09-03,698.8,299.47,9.84,6.58,10.14,0.99,1.31
1985-09-10,869.5,698.77,9.91,6.93,10.19,1.12,1.53
1985-09-17,1473.3,869.51,10,7.22,10.23,1.13,2.23
1985-09-24,1951.4,1473.32,10.17,7.46,10.28,1.23,0.3
1985-10-01,2186.5,1951.36,10.15,7.57,10.32,1.03,2.69
1985-10-08,2606.1,2186.5,10.43,7.73,10.37,0.98,0.17
1985-10-15,1955.8,2606.1,10.44,7.77,10.42,0.96,0.89
1985-10-22,1941.3,1955.85,10.49,7.87,10.46,0.93,0.81
1985-10-29,1617.7,1941.28,10.52,7.95,10.5,1.05,0.81
1985-11-05,2485.6,1617.75,10.56,7.87,10.5,0.91,0.09
1985-11-12,2442.5,2485.61,10.53,7.85,10.5,0.88,0.25
1985-11-19,1919.3,2442.46,10.45,7.88,10.5,0.85,0.77
1985-11-26,823.4,1919.32,10.45,7.91,10.5,0.81,0
1985-12-03,1246.6,823.4,10.4,7.79,10.5,0.84,0.94
1985-12-10,1834.3,1246.59,10.37,7.79,10.5,0.79,0.19
1985-12-17,1842.7,1834.35,10.28,7.84,10.5,0.76,0.09
1985-12-24,1263.6,1842.74,10.19,7.86,10.5,0.98,0.42
1986-01-01,1184.2,1263.6,10.18,7.81,10.5,0.71,0.92
1986-01-08,1724.1,1184.18,10.2,7.79,10.46,0.69,1.72
1986-01-15,1614.4,1724.1,10.29,7.95,10.41,0.84,0.01
1986-01-22,1426.3,1614.38,10.22,7.92,10.37,0.88,0.04
1986-01-29,1426.5,1426.3,10.19,7.89,10.33,0.89,0
1986-02-05,1552.1,1426.54,10.08,7.81,10.29,0.92,0.14
1986-02-12,1271.7,1552.12,9.96,7.77,10.24,0.99,1.19
1986-02-19,865.5,1271.71,9.91,7.82,10.19,1.06,0.06
1986-02-26,1130,865.54,9.8,7.66,10.14,1.09,0.38
1986-03-05,1132.4,1130.02,9.69,7.64,10.09,1.17,2
1986-03-12,399.7,1132.42,9.73,7.85,10.04,1.07,1.75
1986-03-19,1151.2,399.68,9.79,7.64,10,1.16,1.21
1986-03-26,1610.1,1151.19,9.82,7.63,9.95,1.05,1.33
1986-04-02,1726.2,1610.06,9.99,7.82,9.9,1.31,0.02
1986-04-09,1731,1726.19,9.94,7.75,9.85,1.5,0.64
1986-04-16,1371.8,1731.04,9.85,7.76,9.8,1.56,0
1986-04-23,1177.5,1371.81,9.69,7.68,9.75,1.64,0
1986-04-30,996.6,1177.45,9.51,7.61,9.7,1.53,0.03
1986-05-07,808.7,996.62,9.34,7.53,9.65,1.47,0.25
1986-05-14,714.3,808.72,9.2,7.46,9.6,1.42,0.38
1986-05-21,802.3,714.31,9.09,7.37,9.55,1.5,1.44
1986-05-28,865.1,802.32,9.07,7.38,9.5,1.56,0.86
1986-06-04,854.2,865.11,8.96,7.37,9.55,1.19,1.22
1986-06-11,762.4,854.21,8.91,7.4,9.59,1.17,4.83
1986-06-18,289.6,762.36,9.18,7.62,9.64,1.18,4.32
1986-06-25,568.1,289.65,9.5,7.58,9.68,1.26,2.2
1986-07-02,1756.1,568.1,9.83,7.58,9.73,1.37,1.22
1986-07-09,1778.4,1756.06,10.12,7.79,9.77,1.52,0.48
1986-07-16,2184,1778.4,10.23,7.73,9.82,1.36,0.67
1986-07-23,2019.9,2183.99,10.24,7.76,9.87,1.36,1.67
1986-07-30,2108.9,2019.89,10.33,7.85,9.91,1.31,1.41
1986-08-06,2081.6,2108.94,10.27,7.86,9.96,1.23,1.67
1986-08-13,1923,2081.62,10.22,7.89,10,1.23,2.86
1986-08-20,2100.9,1923.03,10.32,7.96,10.05,1.24,1.18
1986-08-27,2187.6,2100.9,10.3,7.9,10.09,1.26,0.4
1986-09-03,2072.2,2187.65,10.21,7.84,10.14,1.18,1.39
1986-09-10,1288.7,2072.22,10.22,7.91,10.19,1.26,0.07
1986-09-17,1313.8,1288.72,10.14,7.83,10.23,1.03,1.33
1986-09-24,1316.6,1313.84,10.17,7.83,10.28,0.95,0.46
1986-10-01,1962,1316.58,10.1,7.82,10.32,1.07,0.22
1986-10-08,1025.8,1962,9.95,7.83,10.37,0.89,0.48
1986-10-15,3.3,1025.79,9.88,7.69,10.42,1.1,0.59
1986-10-22,3.5,3.33,9.88,7.48,10.46,1.03,1.91
1986-10-29,1067.4,3.52,10.01,7.36,10.5,0.8,0.78
1986-11-05,1865.3,1067.37,9.97,7.46,10.5,0.85,0.34
1986-11-12,1740,1865.28,9.89,7.61,10.5,0.8,1.11
1986-11-19,729.9,1739.99,9.93,7.75,10.5,0.82,0.05
1986-11-26,896.1,729.92,9.91,7.63,10.5,0.8,0.26
1986-12-03,1536,896.11,9.87,7.65,10.5,0.88,0.05
1986-12-10,1057.6,1536.01,9.79,7.72,10.5,0.83,0.11
1986-12-17,698.8,1057.59,9.73,7.67,10.5,0.79,0.07
1986-12-24,947.8,698.77,9.67,7.57,10.5,0.65,3.52
1987-01-01,313.5,947.83,9.91,7.73,10.5,0.86,0.69
1987-01-08,0,313.5,10.13,7.54,10.46,0.76,0.02
1987-01-15,0.6,0,10.27,7.33,10.41,0.8,0.02
1987-01-22,926,0.59,10.36,7.17,10.37,0.92,0.25
1987-01-29,906.3,926,10.34,7.21,10.33,0.94,0.01
1987-02-05,1433.4,906.34,10.24,7.26,10.29,0.92,0.74
1987-02-12,1712.3,1433.37,10.16,7.46,10.24,0.95,0.56
1987-02-19,1541.9,1712.34,10.06,7.57,10.19,0.85,0.17
1987-02-26,918.4,1541.89,9.94,7.61,10.14,0.91,0.46
1987-03-05,1361.2,918.39,9.86,7.57,10.09,1,3.51
1987-03-12,1668.3,1361.16,10.04,7.76,10.04,1.11,0
1987-03-19,1238.2,1668.31,9.9,7.72,10,1.17,0.65
1987-03-26,1008.2,1238.22,9.83,7.73,9.95,1.09,2.11
1987-04-02,1395,1008.15,9.9,7.72,9.9,1.08,0.03
1987-04-09,1585.4,1394.95,9.8,7.68,9.85,1.35,0.29
1987-04-16,1600.5,1585.41,9.7,7.66,9.8,1.47,0.27
1987-04-23,1480.3,1600.5,9.57,7.62,9.75,1.51,0
1987-04-30,769.7,1480.33,9.38,7.55,9.7,1.54,0.04
1987-05-07,144.9,769.74,9.21,7.36,9.65,1.19,1.88
1987-05-14,798.4,144.92,9.26,7.3,9.6,1.27,0.87
1987-05-21,1088.9,798.37,9.18,7.29,9.55,1.46,0.07
1987-05-28,934.3,1088.86,9.03,7.33,9.5,1.26,0.47
1987-06-04,633.4,934.26,8.95,7.34,9.55,1.26,0.26
1987-06-11,507.6,633.39,8.84,7.23,9.59,1.43,0.23
1987-06-18,495.4,507.64,8.74,7.12,9.64,1.37,0.75
1987-06-25,443.1,495.38,8.66,7.05,9.68,1.34,2.18
1987-07-02,136,443.15,8.73,7.25,9.73,1.43,1.54
1987-07-09,36.5,136.01,8.77,7.06,9.77,1.37,0.63
1987-07-16,12.2,36.54,8.71,6.92,9.82,1.27,1.52
1987-07-23,467.9,12.16,8.73,6.87,9.87,1.38,0.8
1987-07-30,428.3,467.9,8.69,6.82,9.91,1.31,1.62
1987-08-06,96.5,428.3,8.73,7.01,9.96,1.41,1.71
1987-08-13,27.7,96.46,8.81,7.14,10,1.38,0.44
1987-08-20,11.1,27.7,8.7,7,10.05,1.23,1.61
1987-08-27,226.5,11.08,8.75,7.14,10.09,1.18,0.85
1987-09-03,302,226.52,8.69,7.07,10.14,1.1,1.83
1987-09-10,401.6,302.05,8.76,7.17,10.19,1.25,1.15
1987-09-17,602.3,401.61,8.77,7.24,10.23,1.04,2.57
1987-09-24,689.3,602.26,8.86,7.35,10.28,0.8,4.32
1987-10-01,905,689.3,9.13,7.63,10.32,1.27,0.38
1987-10-08,909.1,904.96,9.1,7.59,10.37,1.08,2.35
1987-10-15,877.7,909.07,9.31,7.82,10.42,1.03,0.02
1987-10-22,1584.5,877.72,9.36,7.7,10.46,1.08,0.01
1987-10-29,506.9,1584.53,9.3,7.7,10.5,0.89,3.11
1987-11-05,783.7,506.92,9.56,8,10.5,0.87,0.69
1987-11-12,1097.2,783.68,9.68,7.85,10.5,0.92,0.01
1987-11-19,1097.2,1097.15,9.8,7.78,10.5,0.91,0.66
1987-11-26,1097.2,1097.15,9.92,7.75,10.5,0.72,0.28
1987-12-03,1097.2,1097.15,10.01,7.71,10.5,0.84,0.79
1987-12-10,1097.4,1097.15,10.14,7.82,10.5,0.8,0.31
1987-12-17,1097.6,1097.38,10.23,7.76,10.5,0.85,0.02
1987-12-24,1550.2,1097.55,10.2,7.72,10.5,0.97,0.05
1988-01-01,825.1,1550.16,10.09,7.74,10.5,0.69,0.17
1988-01-08,97,825.13,10.05,7.64,10.46,0.69,0.8
1988-01-15,0.3,97.02,10.12,7.46,10.41,0.84,0.25
1988-01-22,599,0.28,10.11,7.29,10.37,0.86,0.57
1988-01-29,1631.9,598.99,10.09,7.37,10.33,0.86,0
1988-02-05,1693.4,1631.86,9.95,7.51,10.29,0.66,0.6
1988-02-12,1489.6,1693.42,9.85,7.64,10.24,1.04,0.06
1988-02-19,1313.3,1489.59,9.71,7.65,10.19,0.94,0.84
1988-02-26,1395,1313.31,9.66,7.66,10.14,1.2,0
1988-03-04,1300.9,1394.95,9.52,7.64,10.09,0.81,0.34
1988-03-11,1329.3,1300.91,9.41,7.62,10.04,1.24,0.05
1988-03-18,1272.5,1329.32,9.25,7.55,10,1.05,0.44
1988-03-25,848.8,1272.5,9.13,7.52,9.95,1.15,1.12
1988-04-01,839.4,848.82,9.08,7.38,9.9,1.37,0.08
1988-04-08,720.3,839.41,8.94,7.29,9.85,1.37,0.1
1988-04-15,785.7,720.28,8.82,7.17,9.8,1.54,0.16
1988-04-22,150.9,785.66,8.69,7.12,9.75,1.53,0.06
1988-04-29,605,150.92,8.56,6.91,9.7,1.49,2.04
1988-05-06,184,605.05,8.61,7,9.65,1.71,0
1988-05-13,108.9,183.98,8.48,6.81,9.6,1.38,0.57
1988-05-20,97.1,108.86,8.44,6.7,9.55,1.61,0.57
1988-05-27,145.8,97.13,8.38,6.61,9.5,1.38,1.7
1988-06-03,722.3,145.79,8.42,6.63,9.55,1.4,3.43
1988-06-10,715.7,722.3,8.73,7.34,9.59,1.3,1.16
1988-06-17,1005,715.66,8.69,7.58,9.64,1.2,2.57
1988-06-24,1016.9,1004.98,8.74,7.59,9.68,1.29,0.82
1988-07-01,1062.8,1016.89,8.65,7.54,9.73,1.24,0.88
1988-07-08,747,1062.77,8.63,7.58,9.77,1.34,2.04
1988-07-15,247.9,747.04,8.73,7.76,9.82,1.26,1.73
1988-07-22,776.5,247.9,8.81,7.63,9.87,1.26,3.79
1988-07-29,877.7,776.47,9.06,7.73,9.91,1.3,0.74
1988-08-05,1244.5,877.72,9.27,7.69,9.96,1.11,2.63
1988-08-12,1072.5,1244.5,9.44,7.89,10,1.16,2.16
1988-08-19,1199.3,1072.5,9.67,8.03,10.05,1.37,1.42
1988-08-26,1288.3,1199.33,9.85,7.9,10.09,1.12,1.77
1988-09-02,1871.4,1288.3,10.14,7.92,10.14,1.2,0.5
1988-09-09,293.7,1871.37,10.16,7.84,10.19,1.27,0.48
1988-09-16,1692.7,293.69,10.2,7.6,10.23,1.03,0.12
1988-09-23,2179.7,1692.75,10.07,7.65,10.28,1.22,0.98
1988-09-30,1063.6,2179.72,9.99,7.75,10.32,0.95,1.33
1988-10-07,2166.4,1063.63,10.04,7.9,10.37,1.25,0.01
1988-10-14,2261.4,2166.44,9.87,7.86,10.42,1.04,0
1988-10-21,1530.6,2261.37,9.7,7.85,10.46,1.03,0
1988-10-28,1810.2,1530.62,9.55,7.83,10.5,1.04,0.42
1988-11-04,1512.5,1810.18,9.41,7.8,10.5,1.08,0.57
1988-11-11,1454.1,1512.48,9.28,7.8,10.5,0.93,0.12
1988-11-18,842.5,1454.11,9.16,7.75,10.5,0.94,0.48
1988-11-25,704.7,842.52,9.1,7.61,10.5,0.81,0.48
1988-12-02,698.8,704.74,9.04,7.48,10.5,0.91,0.01
1988-12-09,974.1,698.77,8.95,7.38,10.5,0.75,0.03
1988-12-16,1211,974.12,8.86,7.35,10.5,0.82,0.22
1988-12-23,851.7,1211.03,8.79,7.37,10.5,0.99,0.08
1989-01-01,474.4,851.67,8.69,7.29,10.5,0.89,0
1989-01-08,724.9,474.41,8.62,7.14,10.46,0.74,0.17
1989-01-15,564.9,724.87,8.58,7.11,10.41,0.76,0.37
1989-01-22,369.2,564.89,8.55,7.07,10.37,0.84,0.26
1989-01-29,374.6,369.18,8.5,6.95,10.33,0.85,0.03
1989-02-05,18.3,374.56,8.45,6.86,10.29,0.96,0.01
1989-02-12,116.6,18.27,8.39,6.68,10.24,1.1,0.01
1989-02-19,56.4,116.55,8.32,6.54,10.19,1.01,0.05
1989-02-26,19,56.43,8.26,6.42,10.14,1.04,0.91
1989-03-05,25,18.98,8.28,6.3,10.09,0.85,0.75
1989-03-12,61.1,24.96,8.28,6.22,10.04,1.15,0.18
1989-03-19,59.8,61.14,8.21,6.1,10,1.3,0.05
1989-03-26,43.4,59.85,8.13,5.98,9.95,1.32,0.1
1989-04-02,49.1,43.41,8.06,5.87,9.9,1.47,1.25
1989-04-09,58.2,49.14,8.15,5.87,9.85,1.39,1.14
1989-04-16,47.2,58.21,8.1,5.73,9.8,1.13,1.34
1989-04-23,20.2,47.2,8.1,5.7,9.75,1.47,0.19
1989-04-30,13.2,20.23,8,5.6,9.7,1.41,1.37
1989-05-07,0.7,13.15,8.03,5.48,9.65,1.72,0.08
1989-05-14,4.1,0.68,7.92,5.32,9.6,1.46,0.82
1989-05-21,0.3,4.1,7.93,5.29,9.55,1.67,0.44
1989-05-28,2,0.33,7.85,5.14,9.5,1.49,0.1
1989-06-04,9.3,1.98,7.75,5.01,9.55,1.64,1.09
1989-06-11,65,9.29,7.71,5,9.59,1.73,0.32
1989-06-18,65,65.04,7.61,4.85,9.64,1.25,1.38
1989-06-25,64,65.04,7.62,4.81,9.68,1.29,3.04
1989-07-02,58.3,64.02,7.82,5.04,9.73,1.19,1.24
1989-07-09,59.6,58.32,7.85,5.09,9.77,1.4,1.02
1989-07-16,54.9,59.59,7.84,5.05,9.82,1.38,1.6
1989-07-23,60.5,54.9,7.95,5.08,9.87,1.23,0.8
1989-07-30,19.5,60.48,7.97,5.23,9.91,1.22,0.82
1989-08-06,28.5,19.49,7.95,5.28,9.96,1.28,2.1
1989-08-13,47.8,28.52,8.01,5.35,10,1.27,2.27
1989-08-20,56.9,47.83,8.11,5.68,10.05,1.22,1.66
1989-08-27,53.5,56.9,8.16,5.67,10.09,1.02,1.56
1989-09-03,57.9,53.53,8.2,5.77,10.14,1.08,0.86
1989-09-10,57.9,57.92,8.2,5.77,10.19,1.11,0.96
1989-09-17,56,57.94,8.23,5.71,10.23,1.23,1.9
1989-09-24,47.1,55.98,8.4,5.73,10.28,0.98,1.37
1989-10-01,67,47.1,8.67,5.7,10.32,1.16,0.32
1989-10-08,63.5,66.97,8.69,5.62,10.37,0.9,1.34
